"status","path","category","reason","commit_decision","risk","bytes","kind","rc_relation"
"??","apps/frontend/src/app/(tenant)/dashboard/vendite/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","166","text","direct"
"M","apps/frontend/src/app/(tenant)/email-templates/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","16637","text","direct"
"M","apps/frontend/src/app/(tenant)/forms/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","21284","text","direct"
"M","apps/frontend/src/app/(tenant)/inbox/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","25245","text","direct"
"M","apps/frontend/src/app/(tenant)/inventory/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","20229","text","direct"
"M","apps/frontend/src/app/(tenant)/invoices/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","26335","text","direct"
"M","apps/frontend/src/app/(tenant)/layout.tsx","01-frontend-application","release candidate replacement","include-release","medium","13873","text","direct"
"M","apps/frontend/src/app/(tenant)/leads/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","5538","text","direct"
"M","apps/frontend/src/app/(tenant)/logistics/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","20145","text","direct"
"M","apps/frontend/src/app/(tenant)/my-plan/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","8158","text","direct"
"M","apps/frontend/src/app/(tenant)/products/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","15050","text","direct"
"M","apps/frontend/src/app/(tenant)/settings/automations/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","5468","text","direct"
"M","apps/frontend/src/app/(tenant)/support/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","12410","text","direct"
"M","apps/frontend/src/app/(tenant)/tasks/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","21539","text","direct"
"M","apps/frontend/src/app/[tenant]/mfa/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","10814","text","direct"
"M","apps/frontend/src/app/auth/accept-invite/page.tsx","01-frontend-application","release candidate replacement","include-release","high","10627","text","direct"
"M","apps/frontend/src/app/bloom-test/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","1543","text","direct"
"M","apps/frontend/src/app/files-test/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","5481","text","direct"
"M","apps/frontend/src/app/forgot-password/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","4442","text","direct"
"M","apps/frontend/src/app/globals.css","01-frontend-application","release candidate replacement","include-release","medium","75096","text","direct"
"M","apps/frontend/src/app/notifications-test/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","3283","text","direct"
"M","apps/frontend/src/app/onboarding/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","21832","text","direct"
"M","apps/frontend/src/app/privacy/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","6447","text","direct"
"M","apps/frontend/src/app/projects/[id]/board/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","12208","text","direct"
"M","apps/frontend/src/app/projects/[id]/ProjectTasksClient.tsx","01-frontend-application","release candidate replacement","include-release","medium","7960","text","direct"
"M","apps/frontend/src/app/reset-password/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","10026","text","direct"
"M","apps/frontend/src/app/superadmin/account/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","7549","text","direct"
"M","apps/frontend/src/app/superadmin/automations/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","17909","text","direct"
"M","apps/frontend/src/app/superadmin/changelog/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","12909","text","direct"
"M","apps/frontend/src/app/superadmin/components/super-admin-sidebar.tsx","01-frontend-application","release candidate replacement","include-release","medium","15175","text","direct"
"M","apps/frontend/src/app/superadmin/config/sidebar-config.ts","01-frontend-application","release candidate replacement","include-release","medium","7576","text","direct"
"M","apps/frontend/src/app/superadmin/delivery/calendar/components/EventCreateDialog.tsx","01-frontend-application","release candidate replacement","include-release","medium","3560","text","direct"
"M","apps/frontend/src/app/superadmin/delivery/calendar/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","10837","text","direct"
"M","apps/frontend/src/app/superadmin/delivery/status/components/TaskCreateSheet.tsx","01-frontend-application","release candidate replacement","include-release","medium","5886","text","direct"
"M","apps/frontend/src/app/superadmin/delivery/status/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","12927","text","direct"
"M","apps/frontend/src/app/superadmin/email-templates/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","17686","text","direct"
"M","apps/frontend/src/app/superadmin/finance/dashboard/components/InvoiceCreateSheet.tsx","01-frontend-application","release candidate replacement","include-release","medium","17953","text","direct"
"M","apps/frontend/src/app/superadmin/finance/dashboard/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","19980","text","direct"
"M","apps/frontend/src/app/superadmin/finance/invoices/components/InvoiceRow.tsx","01-frontend-application","release candidate replacement","include-release","medium","7444","text","direct"
"M","apps/frontend/src/app/superadmin/finance/invoices/new/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","28561","text","direct"
"M","apps/frontend/src/app/superadmin/finance/invoices/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","12088","text","direct"
"M","apps/frontend/src/app/superadmin/finance/preventivi/new/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","23654","text","direct"
"M","apps/frontend/src/app/superadmin/layout.tsx","01-frontend-application","release candidate replacement","include-release","medium","14171","text","direct"
"M","apps/frontend/src/app/superadmin/leads/page.tsx","01-frontend-application","release candidate replacement","include-release","medium","21219","text","direct"
