"status","path","category","reason","commit_decision","risk","bytes","kind","rc_relation"
"??","docs/doflow-final-release-candidate-report.md","08-documentation","release candidate replacement","include-release","low","12591","text","direct"
"??","docs/doflow-final-route-parity-matrix.md","08-documentation","release candidate replacement","include-release","low","5988","text","direct"
"??","docs/doflow-global-frontend-lint-zero-report.md","08-documentation","release candidate replacement","include-release","low","5886","text","direct"
"??","docs/doflow-nest11-security-compatibility.md","08-documentation","release candidate replacement","include-release","low","4523","text","direct"
"??","docs/doflow-pre179-migration-rehearsal-report.md","08-documentation","release candidate replacement","include-release","low","4075","text","direct"
"??","docs/doflow-production-migration-runner.md","08-documentation","release candidate replacement","include-release","low","13703","text","direct"
"??","docs/doflow-production-preflight-report.md","08-documentation","release candidate replacement","include-release","low","7997","text","direct"
"??","docs/doflow-release-candidate-cutover-runbook.md","08-documentation","release candidate replacement","include-release","low","18379","text","direct"
"??","docs/doflow-release-candidate-manifest.md","08-documentation","release candidate replacement","include-release","low","14057","text","direct"
"??","docs/doflow-release-file-inventory.csv","08-documentation","release candidate replacement","include-release","low","185445","text","direct"
"??","docs/doflow-release-lock-report.md","08-documentation","release candidate replacement","include-release","low","13066","text","direct"
"??","docs/doflow-replacement-closure-matrix.md","08-documentation","release candidate replacement","include-release","low","71746","text","direct"
"!!","doflow-gestionale-reference/","15-reference-daniele","excluded by release policy","excluded-reference","low","0","policy-path","excluded"
"!!","infra/.env","14-acceptance-credentials-config","excluded by release policy","excluded-sensitive","critical","0","policy-path","excluded"
"!!","node_modules/","12-build-output","excluded by release policy","excluded-runtime","low","0","policy-path","excluded"
"M","package.json","06-monorepo-configuration","release candidate replacement","include-release","high","6435","text","direct"
"!!","playwright-report/","11-runtime-temporary","excluded by release policy","excluded-runtime","low","0","policy-path","excluded"
"??","playwright.automation-performance.config.ts","05-tests","release candidate replacement","include-release","medium","463","text","direct"
"??","playwright.collaboration.config.ts","05-tests","release candidate replacement","include-release","medium","454","text","direct"
"??","playwright.commerce-cash.config.ts","05-tests","release candidate replacement","include-release","medium","474","text","direct"
"??","playwright.commercial-core.config.ts","05-tests","release candidate replacement","include-release","medium","476","text","direct"
"??","playwright.delivery-core-visual.config.ts","05-tests","release candidate replacement","include-release","medium","472","text","direct"
"??","playwright.delivery-core.config.ts","05-tests","release candidate replacement","include-release","medium","474","text","direct"
"??","playwright.document-revenue-visual.config.ts","05-tests","release candidate replacement","include-release","medium","475","text","direct"
"??","playwright.document-revenue.config.ts","05-tests","release candidate replacement","include-release","medium","477","text","direct"
"??","playwright.final-global.config.ts","05-tests","release candidate replacement","include-release","medium","539","text","direct"
"??","playwright.final-visual.config.ts","05-tests","release candidate replacement","include-release","medium","609","text","direct"
"??","playwright.nest11.config.ts","05-tests","release candidate replacement","include-release","medium","467","text","direct"
"??","playwright.superadmin.config.ts","05-tests","release candidate replacement","include-release","medium","545","text","direct"
"??","playwright.web-session.config.ts","05-tests","release candidate replacement","include-release","high","472","text","direct"
"??","playwright.workspace-readiness.config.ts","05-tests","release candidate replacement","include-release","medium","480","text","direct"
"M","pnpm-lock.yaml","07-lockfile","release candidate replacement","include-release","high","605443","text","direct"
"!!","production-backups/","14-acceptance-credentials-config","excluded by release policy","excluded-sensitive","critical","0","policy-path","excluded"
"??","scripts/audit-commercial-provider.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","3913","text","direct"
"??","scripts/automation-performance-runtime-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","2421","text","direct"
"??","scripts/browser-auth-authority-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","high","4177","text","direct"
"??","scripts/collaboration-runtime-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","2047","text","direct"
"??","scripts/commerce-cash-runtime-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","2914","text","direct"
"??","scripts/commercial-core-frontend.test.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","4627","text","direct"
"??","scripts/commercial-core-isolated-stack.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","81211","text","direct"
"??","scripts/delivery-core-provider-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","5602","text","direct"
"??","scripts/document-revenue-runtime-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","3194","text","direct"
"??","scripts/final-release-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","7204","text","direct"
"??","scripts/final-security-audit.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","6644","text","direct"
"??","scripts/lib/acceptance-evidence.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","11104","text","direct"
"??","scripts/pre179-migration-rehearsal.mjs","04-scripts-orchestrators","release candidate replacement","include-release","high","25876","text","direct"
"??","scripts/production-startup-acceptance.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","46776","text","direct"
"??","scripts/seed-isolated-acceptance.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","2837","text","direct"
"??","scripts/start-isolated-backend.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","3030","text","direct"
"??","scripts/start-isolated-frontend.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","1067","text","direct"
"M","scripts/visual-gate.mjs","04-scripts-orchestrators","release candidate replacement","include-release","medium","22225","text","direct"
"!!","test-results/","11-runtime-temporary","excluded by release policy","excluded-runtime","low","0","policy-path","excluded"
"??","tests/acceptance/automation-performance-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","19184","text","direct"
"??","tests/acceptance/collaboration-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","35824","text","direct"
"??","tests/acceptance/commerce-cash-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","21293","text","direct"
"??","tests/acceptance/commercial-core-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","26020","text","direct"
"??","tests/acceptance/delivery-core-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","25734","text","direct"
"??","tests/acceptance/delivery-core-visual.spec.ts","05-tests","release candidate replacement","include-release","medium","14203","text","direct"
"??","tests/acceptance/document-revenue-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","21694","text","direct"
"??","tests/acceptance/document-revenue-visual.spec.ts","05-tests","release candidate replacement","include-release","medium","4442","text","direct"
"??","tests/acceptance/final-global-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","37195","text","direct"
"??","tests/acceptance/final-global-visual.spec.ts","05-tests","release candidate replacement","include-release","medium","24774","text","direct"
"??","tests/acceptance/nest11-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","9610","text","direct"
"??","tests/acceptance/web-session-isolated.spec.ts","05-tests","release candidate replacement","include-release","high","19391","text","direct"
"??","tests/acceptance/workspace-readiness-isolated.spec.ts","05-tests","release candidate replacement","include-release","medium","6178","text","direct"
"??","tests/frontend/automation-performance-runtime.test.mjs","05-tests","release candidate replacement","include-release","medium","1230","text","direct"
"??","tests/frontend/collaboration-runtime.test.mjs","05-tests","release candidate replacement","include-release","medium","820","text","direct"
"??","tests/frontend/commerce-cash-runtime.test.mjs","05-tests","release candidate replacement","include-release","medium","3383","text","direct"
"??","tests/frontend/document-revenue-runtime.test.mjs","05-tests","release candidate replacement","include-release","medium","2959","text","direct"
"??","tests/frontend/web-session-runtime.test.mjs","05-tests","release candidate replacement","include-release","high","1401","text","direct"
"??","tests/frontend/workspace-readiness-runtime.test.mjs","05-tests","release candidate replacement","include-release","medium","6636","text","direct"
